Account,Name,Address,Status,Reason
2235977300000,1-800-GOT-JUNK?,5479 W SAM HOUSTON PKY N 77041,,
2203642800000,1-800-PACK RAT LLC,10735 W LITTLE YORK RD 77041,,
2237520800000,1-CONNECT PROPERTIES,2718 PARKESTON DR 77388,,
2235700200000,1-MAS TRUCKING CORP,3006 WARBLER LN 77396,,
2215185700000,1-STOP CAR CARE,4909 KELLEY ST 77026,,
2230959800000,1.00 + GIFTS,9421 KEMPWOOD DR 77080,,
2207514100000,1.00 STORE PLUS,610 W CAVALCADE ST 77009,,
2212770100000,1.09 DOLLAR ARENA,6478 W LITTLE YORK RD 77091,,
2236620100000,1.09 PLUS,5727 RAMPART ST 77081,,
2228929500000,1.09 PLUS STORE,4750 ALDINE MAIL ROUTE RD 77039,,
2206394000000,1.25 CLEANERS,21121 KUYKENDAHL RD 77379,,
2203425300000,1.25 CLEANERS,4939 FM 2920 RD 77388,,
2204040400000,1.25 DRY CLEANERS SUPER CENTER,6327 N ELDRIDGE PKY 77041,,
2221622300000,1.25 INWOOD CLEANERS,2855 MANGUM RD 77092,,
2200047600000,1.25 SUPER CLEANERS,10788 GRANT RD 77070,,
2234047500000,1.29 DISCOUNTS,1001 RICHEY ST 77506,,
2082106900000,1.35 CLEANERS SUPER CENTER,2810 LOUETTA RD 77388,,
2200028900000,1.35 STAR CLEANERS,244 1ST ST E 77338,,
2202274500000,1.50 EXPRESS CLEANERS,1434 FM 1960 RD W 77090,,
2230288200000,1.50 TOMBALL CLEANERS,28145 STATE HIGHWAY 249 77375,,
2227694400000,1/2 PRICE AUTO SALES,12125 BEECHNUT ST 77072,,
2227694500000,1/2 PRICE AUTO SALES,12125 BEECHNUT ST 77072,,
2208249800000,1/2 PRICE BOXES,22224 NORTHWEST FWY 77429,,
2230140000000,1/2 PRICE BOXES,300 N LOOP W 77008,,
2234201200000,1/2 PRICE BOXES,117 W BAY AREA BLVD 77598,,
2206072100000,1/2 PRICE BOXES,22229 KATY FWY 77450,,
2097262800000,10 COM TECHNOLOGY,1249 BLALOCK RD 77055,,
1390090020030,10 FORESTWOOD LTD,HIGHMANOR DR 77038,,
2233713700000,10 GROVE LLC,7140 N SAM HOUSTON PKY N 77040,,
0292370510007,10 HERMANOS INC,8128 CARGILL ST 77029,,
0292370510010,10 HERMANOS INC,8100 BUCHANAN ST 77029,,
1446430010001,10 HERMANOS INC,10 MAXEY RD 77013,,
1233640010001,10 HERMANOS INC,1925 MCCARTY ST 77029,,
1446430010002,10 HERMANOS INC,MAXEY RD 77013,,
0292360490011,10 HERMANOS INC,8221 CARGILL ST 77029,,
1382270010004,10 KATY DEVELOPERS LLC,806 KATY FORT BEND RD 77493,,
1003230000002,10 M NW FRWY LLC,10000 NORTHWEST FWY 77092,,
2230883400000,10 MASSAGE,7925 KATY FWY 77024,,
2231942700000,10 MASSAGE,831 NORTH LOOP W 77008,,
2218649700000,10 MINUTE FITNESS SUPPLY CO,9633 WESTHEIMER RD 77065,,
2088982200000,10 NAILS,3030 GEARS RD 77067,,
2222601400000,10 NAILS & SPA,16243 FM 529 RD 77095,,
2213331900000,10 PERFECT AUTO SALES,6000 HOLLISTER ST 77040,,
0601620930010,10 PINEHILL LLC,10 PINEHILL LN 77019,,
2222657600000,10 PRETTY NAILS,9527 WESTHEIMER RD 77063,,
2100680400000,10 RING.COM,12779 JONES RD 77070,,
0450820000069,10-45 M&N LTD,16726 NORTH FWY 77090,,
0690140020062,100 CARNARVON LLC,100 CARNARVON DR 77024,,
2234592500000,100 GRAND KUTZ,1424 FM 1960 RD W 77090,,
1141810120004,100 LIGHTING WAY INC,8100 CAMBRIDGE ST 104 77054,,
0381070510001,100 N MAIN LLC,100 N MAIN ST 77547,,
2216198300000,100 PERCENT LEASED MANAGEMENT LLC,2400 AUGUSTA DR 77057,,
1221040010001,100 VICTORY LP,1518 ANDREWS ST 77019,,
1221040010002,100 VICTORY LP,1506 ANDREWS ST 77019,,
1221040010003,100 VICTORY LP,1504 ANDREWS ST 77019,,
1221040020010,100 VICTORY LP,1606 ANDREWS ST 77019,,
1221040040011,100 VICTORY LP,1514 RUTHVEN ST 77019,,
1221040020012,100 VICTORY LP,1602 ANDREWS ST 77019,,
1221040030001,100 VICTORY LP,1603 ANDREWS ST 77019,,
1221040030002,100 VICTORY LP,1607 ANDREWS ST 77019,,
1221040040003,100 VICTORY LP,1505 ANDREWS ST 77019,,
1221040040009,100 VICTORY LP,1313 GILLETTE ST 77019,,
1221040040010,100 VICTORY LP,1315 GILLETTE ST 77019,,
1221040010005,100 VICTORY LP,1500 ANDREWS ST 77019,,
1221040020009,100 VICTORY LP,1608 ANDREWS ST 77019,,
1221040030003,100 VICTORY LP,1609 ANDREWS ST 77019,,
1221040030007,100 VICTORY LP,1608 RUTHVEN ST 77019,,
1221040030008,100 VICTORY LP,1310 GILLETTE ST 77019,,
1221040030009,100 VICTORY LP,1602 RUTHVEN ST 77019,,
1221040040004,100 VICTORY LP,1505 ANDREWS ST A 77019,,
1221040040005,100 VICTORY LP,1507 ANDREWS ST 77019,,
1221040040006,100 VICTORY LP,1509 ANDREWS ST 77019,,
1221040040008,100 VICTORY LP,1309 GILLETTE ST 77019,,
1221040040012,100 VICTORY LP,1512 RUTHVEN ST 77019,,
1221040040014,100 VICTORY LP,1508 RUTHVEN ST 77019,,
1221040010004,100 VICTORY LP,1502 ANDREWS ST 77019,,
1221040020005,100 VICTORY LP,ROBIN ST 77019,,
1221040020011,100 VICTORY LP,1604 ANDREWS ST 77019,,
1221040040001,100 VICTORY LP,1501 ANDREWS ST 77019,,
1221040040002,100 VICTORY LP,1503 ANDREWS ST 77019,,
1221040040007,100 VICTORY LP,1517 ANDREWS ST 77019,,
1221040040013,100 VICTORY LP,1510 RUTHVEN ST 77019,,
1221040040015,100 VICTORY LP,1506 RUTHVEN ST 77019,,
0201970000001,100 WEST 12TH LLC,100 W 12TH ST 12 77008,,
2220627300000,100% HAND CAR WASH,2013 CENTER ST 77536,,
2220602600000,100% HAND CARWASH,1213 BAYPORT BLVD 77586,,
2081580900000,100% TAQUITO CO,3245 SOUTHWEST FWY 77027,,
2233572400000,1000 AUTO SALES L.L.C.,11611 HOMESTEAD RD 77016,,
2233573000000,1000 AUTO SALES L.L.C.,11611 HOMESTEAD RD 77016,,
2232398000000,1000 DEGREES NEAPOLITAN PIZZERIA,18032 SATURN LN 77058,,
2225309200000,1000 DEGREES NEOPOLITAN PIZZERIA,24600 KATY FWY 77494,,
2234455400000,1000 DEGREES PIZZA,1922 GREENHOUSE RD 77084,,
2233877600000,1000 DEGREES PIZZA,1635 ELDRIDGE PKY 77077,,
2215591600000,1000 HILLS CHURCH,2802 SAMPSON ST 77004,,
2215171600000,1000 HILLS MINISTRY,209 E CROSSTIMBERS ST 77022,,
0690250050229,1000 HILLS MINISTRY INTERNATIONAL INC,209 E CROSSTIMBERS ST 77022,,
0372550000019,1000 HILLS MINISTRY INTL,3400 DREW ST 77004,,
0011440000001,1000 LOUISIANA LP,1000 LOUISIANA ST 77002,,
0011390000002,1000 MAIN LLC,1000 MAIN ST 77002,,
2214888300000,1000 MAIN LLC,1000 MAIN ST 77002,,
2234419800000,1000 MEN EMPOWERMENT LABOR FIELD,12941 NORTH FWY 77060,,
0220820000003,1000 TELEPHONE ROAD CORP,1000 TELEPHONE RD 77023,,
0220820000018,1000 TELEPHONE ROAD CORPORATION,TELEPHONE RD 77023,,
1339290010001,10000 ENERGY DRIVE OWNER LP,23019 NORTH FWY 77389,,
1339290010003,10000 ENERGY DRIVE OWNER LP,10000 ENERGY DR 77389,,
1213370010001,10000 NLE LLC,10000 N LOOP E 77029,,
0622000040009,10000 NORTHWEST FREE WAY LLC,600 E FAYLE ST 77520,,
1020500010026,10000 NORTHWEST FREEWAY LLC,8519 COTTAGE GATE LN 77088,,
0771030150422,10000 NORTHWEST FREEWAY LLC,4922 PERRY ST 77021,,
0651280520182,10000 NORTHWEST FWY LLC,5914 WAYNE 77026,,
0583030000006,10001 LONG POINT SHOPPING CENTER,10001 LONG POINT RD 77055,,
0301460000085,1001 BOMAR LLC,1001 BOMAR ST 77006,,
0402240000051,1001 DAIRY ASHFORD CTR LTD,1001 DAIRY ASHFORD ST 77079,,
0402240000087,1001 DAIRY ASHFORD CTR LTD,1001 DAIRY ASHFORD ST 77079,,
0934700000001,1001 SOUTH RIPPLE CREEK DRIVE LLC,1001 S RIPPLE CREEK DR 77057,,
6000002017206,1001 SPOONER LLC,1007 SPOONER ST 77506,,
0650920030032,1001 SPOONER LLC,1007 SPOONER ST 77506,,
0650920030052,1001 SPOONER LLC,1005 SPOONER ST 9 77506,,
0650920030024,1001 SPOONER LLC,1001 SPOONER ST 4 77506,,
0650920030031,1001 SPOONER LLC,1003 SPOONER ST 6 77506,,
0750850110319,1001 UVALDE LLC,1001 UVALDE RD 77015,,
0600830030016,1001 W 11TH LP,1115 LAWRENCE ST 77008,,
0600830030035,1001 W 11TH LP,1001 W 11TH ST 1 77008,,
0600830030034,1001 W 11TH LP,1001 W 11TH ST 77008,,
0600830030036,1001 W 11TH LP,1001 W 11TH ST 1 77008,,
0232500660034,1001 WHS LAPORTE LLC,1001 W H ST 77571,,
1360170010005,10010 RT LLC,10010 RED TAMARACK LN 77375,,
1149560260006,10011 GRAND SUMMIT LLC,2902 GOLDEN LEAF DR 77339,,
1285350010014,10015 WINDFERN LLC,10015 WINDFERN RD 77064,,
0720220140205,10016 EASTEX LLC,10016 EASTEX FWY 77093,,
0350110030011,1002 ADELE LLC,1002 ADELE ST 77009,,
0281650010001,1002 PASADENA FWY LLC,1002 PASADENA FWY 77506,,
0583030000037,10025 LONG POINT LLC,10025 LONG POINT RD 77055,,
1079120000039,1003 HONEY HILL DRIVE LLC,1003 HONEY HILL DR 77077,,
1079160000007,1003 HONEY HILL DRIVE LLC,13814 TRAILVILLE DR 77077,,
0710190000102,10034 MANAGEMENT LLC,10034 NORTH FWY 77037,,
0710190000110,10034 MANAGEMENT LLC,611 MIDLAND DR 77037,,
1405090010001,10034 MANAGEMENT LLC,6205 SAM HOUSTON PKWY 77048,,
0771970070343,10035 GROVER LLC,10035 GROVER LN 77041,,
0771970070345,10035 GROVER LLC,GROVER LN 77041,,
0771970070342,10035 GROVER LLC,GROVER LN 77041,,
0771970070344,10035 GROVER LLC,10035 GROVER LN 77041,,
0771970080359,10035 GROVER LLC,GROVER LN 77041,,
1121370000043,10039 BISSONNET LP,10039 BISSONNET ST 77036,,
0022430000017,1004 PALMER LLC,1004 PALMER ST 77003,,
0010560000010,1004 PRAIRIE HOLDINGS LLC,1004 PRAIRIE ST 77002,,
0801560000028,10041 LAZY OAKS LLC,10041 LAZY OAKS ST 77080,,
0631010040009,1005 DUTCH LLC,1005 DUTCH ST 77536,,
0022430000006,1005 ENNIS LP,1005 ENNIS ST 77003,,
0180340000016,1005 MISSOURI LLC,1001 MISSOURI ST 77006,,
1358490010001,1005 MISSOURI LLC,1005 MISSOURI ST 77006,,
1358490010002,1005 MISSOURI LLC,MISSOURI ST 77006,,
1207800000044,1005 S SHEPHERD VENTURES LLC,1005 S SHEPHERD DR 602 77019,,
1277250010007,10050 HOUSTON OAKS 2016 LP,10050 HOUSTON OAKS DR 77064,,
1003230000005,10050 NWF HOUSTON LLC,2121 GOVERNORS 77092,,
1003230000008,10050 NWF HOUSTON LLC,10050 NORTHWEST FWY 77092,,
0180350000004,1006 MISSOURI LLC,1006 MISSOURI ST 77006,,
0450410000034,10060 FUQUA PROPERTIES LLC,10060 FUQUA ST 77089,,
0450410000530,10060 FUQUA PROPERTIES LLC,10060 FUQUA ST 77089,,
0570570000003,1008 LINDALE LLC,1008 LINDALE ST 77022,,
0583030000035,10090 OV LLC,10090 LONG POINT RD 77055,,
0300570000043,101 106 EDEN GARDENS,910 MALONE ST 77007,,
0010100000008,101 AUSTIN LLC,101 AUSTIN ST 77002,,
0451750010002,101 FARISH CIRCLE,101 FARISH CIR 77024,,
0451750010322,101 FARISH CIRCLE,103 FARISH CIR 77024,,
1451280010001,101 FARISH CIRCLE,105 FARISH CIR 77018,,
0451750010320,101 FARISH CIRCLE,FARISH CIR 77024,,
0690140020059,101 FARISH CIRCLE LLC,101 FARISH CIR 77024,,
0451750010003,101 FARISH CIRCLE LLC,101 FARISH CIR 77024,,
2206251000000,101 MASSAGE,5104 SPRUCE ST 77401,,
2231738600000,101 MASSAGE SPA,17505 TELGE RD 77429,,
2230362500000,101 MOBILITY,5829 W SAM HOUSTON PKY N 77041,,
2237090600000,101 POKER,9371 RICHMOND AVE 77063,,
0300570000041,101-106 EDEN GARDENS TOWNHOUSE CIA,910 MALONE ST 77007,,
0731590010002,1010 BADE LIMITED LIABILITY COMPANY,1010 BADE ST 77055,,
1193530010060,1010 CHEDDAR RIDGE LLC,1010 CHEDDAR RIDGE DR 77379,,
0211840700022,1010 GROUP LLC,502 FRAWLEY ST 77009,,
0610630010003,1010 ORCHID LAND TRUST,1010 ORCHID ST 77017,,
